order_id,order_date,customer_ref,gross_amount,currency,status
ORD-004924,2026-10-28,CUST-33018,1473700,INR,paid
ORD-004925,2026-10-25,CUST-33291,3913800,INR,paid
ORD-004926,2026-10-26,CUST-35669,1673800,INR,paid
ORD-004927,2026-10-28,CUST-39349,4575100,INR,paid
ORD-004928,2026-10-30,CUST-32848,4284700,INR,paid
ORD-004929,2026-10-27,CUST-31198,1629900,INR,paid
ORD-004930,2026-10-28,CUST-37896,2416400,INR,paid
ORD-004931,2026-11-02,CUST-31226,3136800,INR,paid
ORD-004932,2026-11-01,CUST-37521,1768200,INR,paid
ORD-004933,2026-11-02,CUST-39792,2772500,INR,paid
ORD-004934,2026-11-04,CUST-32295,3573500,INR,paid
ORD-004935,2026-11-04,CUST-37402,3400800,INR,paid
ORD-004936,2026-11-05,CUST-34910,3893200,INR,paid
ORD-004937,2026-11-04,CUST-32901,429400,INR,paid
ORD-004938,2026-11-07,CUST-33249,2076900,INR,paid
ORD-004939,2026-11-08,CUST-35404,3477500,INR,paid
ORD-004940,2026-11-10,CUST-38035,4853300,INR,paid
ORD-004941,2026-11-10,CUST-32263,1832400,INR,paid
ORD-004942,2026-11-10,CUST-35180,413300,INR,paid
ORD-004943,2026-11-13,CUST-31043,724300,INR,paid
ORD-004944,2026-11-13,CUST-36964,338600,INR,paid
ORD-004945,2026-11-11,CUST-37820,3673200,INR,paid
ORD-004946,2026-11-15,CUST-39451,2493200,INR,paid
ORD-004947,2026-11-12,CUST-35626,350900,INR,paid
ORD-004948,2026-11-13,CUST-31131,2086100,INR,paid
ORD-004949,2026-11-14,CUST-35980,2467700,INR,paid
ORD-004950,2026-11-14,CUST-39084,4896800,INR,paid
ORD-004951,2026-11-14,CUST-37719,1330700,INR,paid
ORD-004952,2026-11-15,CUST-37165,4541800,INR,paid
ORD-004953,2026-11-13,CUST-34903,4541800,INR,paid
ORD-004954,2026-11-12,CUST-35585,4541800,INR,paid
ORD-004955,2026-11-17,CUST-32566,2757000,INR,paid
ORD-004956,2026-11-18,CUST-32021,3362300,INR,paid
ORD-004957,2026-11-18,CUST-36162,2900700,INR,paid
ORD-004958,2026-11-17,CUST-34828,2625200,INR,paid
ORD-004959,2026-11-18,CUST-32786,539400,INR,paid
ORD-004960,2026-11-18,CUST-36871,3104300,INR,paid
ORD-004961,2026-11-17,CUST-32965,1410700,INR,paid
ORD-004962,2026-11-19,CUST-31661,642500,INR,paid
ORD-004963,2026-11-18,CUST-35067,1459100,INR,paid
ORD-004964,2026-11-21,CUST-31510,4487900,INR,paid
ORD-004965,2026-11-26,CUST-33291,1687400,INR,paid
ORD-004966,2026-11-26,CUST-34642,845900,INR,paid
ORD-004967,2026-11-25,CUST-32377,906600,INR,paid
ORD-004968,2026-11-24,CUST-34240,3866300,INR,paid
ORD-004969,2026-11-23,CUST-36433,4283500,INR,paid
ORD-004970,2026-11-25,CUST-37271,1150900,INR,paid
ORD-004971,2026-11-28,CUST-33436,1276500,INR,paid
