txn_id,txn_type,order_id,captured_at,amount,settlement_id,settled_at
pay_001322,payment,ORD-004666,2026-05-13T10:42:30,728900,setl_00064,2026-05-15
pay_001323,payment,ORD-004667,2026-05-12T17:07:48,759200,setl_00064,2026-05-15
pay_001324,payment,ORD-004668,2026-05-13T19:54:35,3812400,setl_00064,2026-05-15
pay_001325,payment,ORD-004669,2026-05-12T06:11:17,4041100,setl_00064,2026-05-15
fee_001326,fee,,2026-05-15T00:00:00,-421201,setl_00064,2026-05-15
tax_001327,tax,,2026-05-15T00:00:00,-75816,setl_00064,2026-05-15
pay_001328,payment,ORD-004670,2026-01-30T08:09:47,2595300,setl_00065,2026-02-03
pay_001329,payment,ORD-004671,2026-02-01T18:26:29,2595400,setl_00065,2026-02-03
fee_001330,fee,,2026-02-03T00:00:00,-122500,setl_00065,2026-02-03
tax_001331,tax,,2026-02-03T00:00:00,-22050,setl_00065,2026-02-03
pay_001332,payment,ORD-004672,2026-05-17T07:09:10,3769700,setl_00066,2026-05-18
pay_001333,payment,ORD-004673,2026-05-17T14:28:42,4466900,setl_00066,2026-05-18
pay_001334,payment,ORD-004674,2026-05-14T19:17:13,3232800,setl_00066,2026-05-18
fee_001335,fee,,2026-05-18T00:00:00,-270677,setl_00066,2026-05-18
tax_001336,tax,,2026-05-18T00:00:00,-48721,setl_00066,2026-05-18
pay_001337,payment,ORD-004675,2026-05-16T15:02:14,1906200,setl_00067,2026-05-20
fee_001338,fee,,2026-05-20T00:00:00,-44986,setl_00067,2026-05-20
tax_001339,tax,,2026-05-20T00:00:00,-8097,setl_00067,2026-05-20
pay_001340,payment,ORD-004676,2026-05-19T14:18:20,1434300,setl_00068,2026-05-21
pay_001341,payment,ORD-004677,2026-05-17T19:11:08,100600,setl_00068,2026-05-21
pay_001342,payment,ORD-004678,2026-05-19T17:04:25,3540300,setl_00068,2026-05-21
fee_001343,fee,,2026-05-21T00:00:00,-119774,setl_00068,2026-05-21
tax_001344,tax,,2026-05-21T00:00:00,-21559,setl_00068,2026-05-21
pay_001345,payment,ORD-004679,2026-05-19T18:45:40,2101600,setl_00069,2026-05-23
fee_001346,fee,,2026-05-23T00:00:00,-49597,setl_00069,2026-05-23
tax_001347,tax,,2026-05-23T00:00:00,-8927,setl_00069,2026-05-23
pay_001348,payment,ORD-004680,2026-05-23T20:53:44,2178400,setl_00070,2026-05-25
fee_001349,fee,,2026-05-25T00:00:00,-51410,setl_00070,2026-05-25
tax_001350,tax,,2026-05-25T00:00:00,-9253,setl_00070,2026-05-25
pay_001351,payment,ORD-004681,2026-05-22T08:25:55,2905200,setl_00071,2026-05-26
pay_001352,payment,ORD-004682,2026-05-23T13:21:49,4937700,setl_00071,2026-05-26
fee_001353,fee,,2026-05-26T00:00:00,-185092,setl_00071,2026-05-26
tax_001354,tax,,2026-05-26T00:00:00,-33316,setl_00071,2026-05-26
pay_001355,payment,ORD-004683,2026-05-27T17:22:46,3527300,setl_00072,2026-05-29
fee_001356,fee,,2026-05-29T00:00:00,-83244,setl_00072,2026-05-29
tax_001357,tax,,2026-05-29T00:00:00,-14983,setl_00072,2026-05-29
pay_001358,payment,ORD-004684,2026-05-28T10:48:48,1342800,setl_00073,2026-05-30
pay_001359,payment,ORD-004685,2026-05-26T20:48:36,1210900,setl_00073,2026-05-30
pay_001360,payment,ORD-004686,2026-05-27T16:09:28,4513800,setl_00073,2026-05-30
fee_001361,fee,,2026-05-30T00:00:00,-166793,setl_00073,2026-05-30
tax_001362,tax,,2026-05-30T00:00:00,-30022,setl_00073,2026-05-30
pay_001363,payment,ORD-004687,2026-04-10T17:32:04,1165600,setl_00074,2026-04-11
pay_001364,payment,ORD-004688,2026-04-07T07:03:23,1165600,setl_00074,2026-04-11
pay_001365,payment,ORD-004689,2026-04-10T18:29:37,1165600,setl_00074,2026-04-11
fee_001366,fee,,2026-04-11T00:00:00,-82524,setl_00074,2026-04-11
tax_001367,tax,,2026-04-11T00:00:00,-14854,setl_00074,2026-04-11
pay_001368,payment,ORD-004690,2026-06-01T10:03:28,2157100,setl_00075,2026-06-05
pay_001369,payment,ORD-004691,2026-06-04T11:02:15,2300700,setl_00075,2026-06-05
fee_001370,fee,,2026-06-05T00:00:00,-105204,setl_00075,2026-06-05
tax_001371,tax,,2026-06-05T00:00:00,-18936,setl_00075,2026-06-05
pay_001372,payment,ORD-004692,2026-06-05T17:58:18,1090300,setl_00076,2026-06-08
pay_001373,payment,ORD-004693,2026-06-05T07:50:40,2728900,setl_00076,2026-06-08
pay_001374,payment,ORD-004694,2026-06-05T09:35:43,481900,setl_00076,2026-06-08
pay_001375,payment,ORD-004695,2026-06-05T10:21:05,1912100,setl_00076,2026-06-08
pay_001376,payment,ORD-004696,2026-06-05T18:08:38,2342500,setl_00076,2026-06-08
pay_001377,payment,ORD-004697,2026-06-04T16:52:08,2078800,setl_00076,2026-06-08
fee_001378,fee,,2026-06-08T00:00:00,-250974,setl_00076,2026-06-08
tax_001379,tax,,2026-06-08T00:00:00,-45175,setl_00076,2026-06-08
pay_001380,payment,ORD-004698,2026-06-08T06:23:19,3382400,setl_00077,2026-06-11
pay_001381,payment,ORD-004699,2026-06-08T21:12:14,1453700,setl_00077,2026-06-11
pay_001382,payment,ORD-004700,2026-06-10T15:54:50,1065400,setl_00077,2026-06-11
pay_001383,payment,ORD-004701,2026-06-10T16:56:49,3377100,setl_00077,2026-06-11
fee_001384,fee,,2026-06-11T00:00:00,-218974,setl_00077,2026-06-11
tax_001385,tax,,2026-06-11T00:00:00,-39415,setl_00077,2026-06-11
pay_001386,payment,ORD-004702,2026-06-10T20:02:26,4590600,setl_00078,2026-06-12
pay_001387,payment,ORD-004703,2026-06-10T20:39:18,4482600,setl_00078,2026-06-12
fee_001388,fee,,2026-06-12T00:00:00,-214127,setl_00078,2026-06-12
tax_001389,tax,,2026-06-12T00:00:00,-38542,setl_00078,2026-06-12
pay_001390,payment,ORD-004704,2026-06-11T17:43:36,3123700,setl_00079,2026-06-13
pay_001391,payment,ORD-004705,2026-06-10T18:32:33,3075600,setl_00079,2026-06-13
pay_001392,payment,ORD-004706,2026-06-11T10:55:16,1112000,setl_00079,2026-06-13
fee_001393,fee,,2026-06-13T00:00:00,-172546,setl_00079,2026-06-13
tax_001394,tax,,2026-06-13T00:00:00,-31058,setl_00079,2026-06-13
pay_001395,payment,ORD-004707,2026-06-15T15:05:48,4712200,setl_00080,2026-06-16
fee_001396,fee,,2026-06-16T00:00:00,-111207,setl_00080,2026-06-16
tax_001397,tax,,2026-06-16T00:00:00,-20017,setl_00080,2026-06-16
pay_001398,payment,ORD-004708,2026-06-18T13:52:28,2917000,setl_00081,2026-06-19
pay_001399,payment,ORD-004709,2026-06-15T07:25:32,224700,setl_00081,2026-06-19
fee_001400,fee,,2026-06-19T00:00:00,-74144,setl_00081,2026-06-19
tax_001401,tax,,2026-06-19T00:00:00,-13345,setl_00081,2026-06-19
pay_001402,payment,ORD-004710,2026-06-19T16:59:06,1521500,setl_00082,2026-06-20
pay_001403,payment,ORD-004711,2026-06-18T07:18:58,1007100,setl_00082,2026-06-20
pay_001404,payment,ORD-004712,2026-06-18T21:28:39,4611700,setl_00082,2026-06-20
fee_001405,fee,,2026-06-20T00:00:00,-168511,setl_00082,2026-06-20
tax_001406,tax,,2026-06-20T00:00:00,-30331,setl_00082,2026-06-20
pay_001407,payment,ORD-004713,2026-06-18T09:49:18,1029800,setl_00083,2026-06-22
pay_001408,payment,ORD-004714,2026-06-21T07:15:26,2023600,setl_00083,2026-06-22
fee_001409,fee,,2026-06-22T00:00:00,-72060,setl_00083,2026-06-22
tax_001410,tax,,2026-06-22T00:00:00,-12970,setl_00083,2026-06-22
pay_001411,payment,ORD-004715,2026-06-23T13:45:09,3563000,setl_00084,2026-06-24
pay_001412,payment,ORD-004716,2026-06-23T17:15:36,2863000,setl_00084,2026-06-24
pay_001413,payment,ORD-004717,2026-06-23T17:04:33,1277500,setl_00084,2026-06-24
pay_001414,payment,ORD-004718,2026-06-23T18:55:30,3374800,setl_00084,2026-06-24
pay_001415,payment,ORD-004719,2026-06-20T17:16:47,4215900,setl_00084,2026-06-24
pay_001416,payment,ORD-004720,2026-06-23T17:15:46,2390200,setl_00084,2026-06-24
fee_001417,fee,,2026-06-24T00:00:00,-417351,setl_00084,2026-06-24
tax_001418,tax,,2026-06-24T00:00:00,-75123,setl_00084,2026-06-24
pay_001419,payment,ORD-004721,2026-06-22T11:53:49,3628300,setl_00085,2026-06-25
pay_001420,payment,ORD-004722,2026-06-21T11:51:08,4607300,setl_00085,2026-06-25
pay_001421,payment,ORD-004723,2026-06-21T07:18:12,4742600,setl_00085,2026-06-25
fee_001422,fee,,2026-06-25T00:00:00,-306285,setl_00085,2026-06-25
tax_001423,tax,,2026-06-25T00:00:00,-55131,setl_00085,2026-06-25
pay_001424,payment,ORD-004724,2026-06-23T21:16:02,3427600,setl_00086,2026-06-27
pay_001425,payment,ORD-004725,2026-06-24T07:55:41,1925000,setl_00086,2026-06-27
pay_001426,payment,ORD-004726,2026-06-26T17:27:56,1840500,setl_00086,2026-06-27
fee_001427,fee,,2026-06-27T00:00:00,-169757,setl_00086,2026-06-27
tax_001428,tax,,2026-06-27T00:00:00,-30556,setl_00086,2026-06-27
pay_001429,payment,ORD-004727,2026-06-25T17:59:51,3301900,setl_00087,2026-06-29
pay_001430,payment,ORD-004728,2026-06-28T19:05:27,1797900,setl_00087,2026-06-29
fee_001431,fee,,2026-06-29T00:00:00,-120355,setl_00087,2026-06-29
tax_001432,tax,,2026-06-29T00:00:00,-21663,setl_00087,2026-06-29
pay_001433,payment,ORD-004729,2026-06-27T15:28:38,2199000,setl_00088,2026-06-30
fee_001434,fee,,2026-06-30T00:00:00,-51896,setl_00088,2026-06-30
tax_001435,tax,,2026-06-30T00:00:00,-9341,setl_00088,2026-06-30
pay_001436,payment,ORD-004730,2026-07-01T17:39:27,2980300,setl_00089,2026-07-02
pay_001437,payment,ORD-004731,2026-07-01T08:42:40,4240800,setl_00089,2026-07-02
pay_001438,payment,ORD-004732,2026-06-30T06:09:54,2430900,setl_00089,2026-07-02
fee_001439,fee,,2026-07-02T00:00:00,-227787,setl_00089,2026-07-02
tax_001440,tax,,2026-07-02T00:00:00,-41001,setl_00089,2026-07-02
pay_001441,payment,ORD-004733,2026-06-30T17:24:36,4278100,setl_00090,2026-07-03
pay_001442,payment,ORD-004734,2026-07-01T20:23:23,4015500,setl_00090,2026-07-03
fee_001443,fee,,2026-07-03T00:00:00,-195728,setl_00090,2026-07-03
tax_001444,tax,,2026-07-03T00:00:00,-35231,setl_00090,2026-07-03
pay_001445,payment,ORD-004735,2026-06-30T16:41:17,2454800,setl_00091,2026-07-04
pay_001446,payment,ORD-004736,2026-07-03T11:31:33,793400,setl_00091,2026-07-04
pay_001447,payment,ORD-004737,2026-07-03T14:49:16,3730900,setl_00091,2026-07-04
pay_001448,payment,ORD-004738,2026-07-01T21:12:07,1456200,setl_00091,2026-07-04
pay_001449,payment,ORD-004739,2026-06-30T11:57:45,535300,setl_00091,2026-07-04
fee_001450,fee,,2026-07-04T00:00:00,-211706,setl_00091,2026-07-04
tax_001451,tax,,2026-07-04T00:00:00,-38107,setl_00091,2026-07-04
pay_001452,payment,ORD-004740,2026-07-05T15:57:19,4700000,setl_00092,2026-07-06
pay_001453,payment,ORD-004741,2026-07-04T17:32:14,4714900,setl_00092,2026-07-06
pay_001454,payment,ORD-004742,2026-07-04T13:50:31,1367100,setl_00092,2026-07-06
fee_001455,fee,,2026-07-06T00:00:00,-254455,setl_00092,2026-07-06
tax_001456,tax,,2026-07-06T00:00:00,-45801,setl_00092,2026-07-06
pay_001457,payment,ORD-004743,2026-07-07T08:04:19,3113100,setl_00093,2026-07-09
pay_001458,payment,ORD-004744,2026-07-05T19:49:26,4748400,setl_00093,2026-07-09
pay_001459,payment,ORD-004745,2026-07-06T08:28:29,871300,setl_00093,2026-07-09
fee_001460,fee,,2026-07-09T00:00:00,-206094,setl_00093,2026-07-09
tax_001461,tax,,2026-07-09T00:00:00,-37096,setl_00093,2026-07-09
pay_001462,payment,ORD-004746,2026-07-10T19:32:58,1242500,setl_00094,2026-07-12
pay_001463,payment,ORD-004747,2026-07-10T15:10:10,863700,setl_00094,2026-07-12
pay_001464,payment,ORD-004748,2026-07-10T17:33:57,4698600,setl_00094,2026-07-12
pay_001465,payment,ORD-004749,2026-07-09T12:40:35,566800,setl_00094,2026-07-12
pay_001466,payment,ORD-004750,2026-07-09T08:32:41,870300,setl_00094,2026-07-12
pay_001467,payment,ORD-004751,2026-07-10T11:42:39,3928400,setl_00094,2026-07-12
fee_001468,fee,,2026-07-12T00:00:00,-287219,setl_00094,2026-07-12
tax_001469,tax,,2026-07-12T00:00:00,-51699,setl_00094,2026-07-12
pay_001470,payment,ORD-004752,2026-07-10T12:49:36,4253800,setl_00095,2026-07-13
fee_001471,fee,,2026-07-13T00:00:00,-100389,setl_00095,2026-07-13
tax_001472,tax,,2026-07-13T00:00:00,-18070,setl_00095,2026-07-13
pay_001473,payment,ORD-004753,2026-07-13T21:15:51,1948300,setl_00096,2026-07-16
pay_001474,payment,ORD-004754,2026-07-12T08:44:03,1999200,setl_00096,2026-07-16
pay_001475,payment,ORD-004755,2026-07-12T21:29:13,2930900,setl_00096,2026-07-16
pay_001476,payment,ORD-004756,2026-07-14T16:55:45,4025800,setl_00096,2026-07-16
pay_001477,payment,ORD-004757,2026-07-13T18:08:48,4861600,setl_00096,2026-07-16
fee_001478,fee,,2026-07-16T00:00:00,-372072,setl_00096,2026-07-16
tax_001479,tax,,2026-07-16T00:00:00,-66972,setl_00096,2026-07-16
pay_001480,payment,ORD-004758,2026-07-14T20:15:09,852900,setl_00097,2026-07-17
pay_001481,payment,ORD-004759,2026-07-14T18:55:39,381600,setl_00097,2026-07-17
pay_001482,payment,ORD-004760,2026-07-15T16:59:36,1677000,setl_00097,2026-07-17
pay_001483,payment,ORD-004761,2026-07-15T21:32:29,1294000,setl_00097,2026-07-17
fee_001484,fee,,2026-07-17T00:00:00,-99249,setl_00097,2026-07-17
tax_001485,tax,,2026-07-17T00:00:00,-17864,setl_00097,2026-07-17
pay_001486,payment,ORD-004762,2026-07-14T13:13:37,2627100,setl_00098,2026-07-18
fee_001487,fee,,2026-07-18T00:00:00,-61999,setl_00098,2026-07-18
tax_001488,tax,,2026-07-18T00:00:00,-11159,setl_00098,2026-07-18
pay_001489,payment,ORD-004763,2026-07-16T15:34:00,3965800,setl_00099,2026-07-20
pay_001490,payment,ORD-004764,2026-07-18T14:46:23,2874100,setl_00099,2026-07-20
pay_001491,payment,ORD-004765,2026-07-19T18:03:36,2448200,setl_00099,2026-07-20
pay_001492,payment,ORD-004766,2026-07-17T08:24:32,2425800,setl_00099,2026-07-20
fee_001493,fee,,2026-07-20T00:00:00,-276448,setl_00099,2026-07-20
tax_001494,tax,,2026-07-20T00:00:00,-49760,setl_00099,2026-07-20
pay_001495,payment,ORD-004767,2026-07-21T09:25:23,828600,setl_00100,2026-07-23
pay_001496,payment,ORD-004768,2026-07-20T10:12:38,3705800,setl_00100,2026-07-23
pay_001497,payment,ORD-004769,2026-07-22T07:02:08,2680500,setl_00100,2026-07-23
pay_001498,payment,ORD-004770,2026-07-19T10:38:57,3154700,setl_00100,2026-07-23
pay_001499,payment,ORD-004771,2026-07-20T16:10:25,966000,setl_00100,2026-07-23
pay_001500,payment,ORD-004772,2026-07-20T21:45:36,3941000,setl_00100,2026-07-23
fee_001501,fee,,2026-07-23T00:00:00,-360527,setl_00100,2026-07-23
tax_001502,tax,,2026-07-23T00:00:00,-64894,setl_00100,2026-07-23
pay_001503,payment,ORD-004773,2026-07-24T19:37:19,4465800,setl_00101,2026-07-25
pay_001504,payment,ORD-004774,2026-07-21T14:41:50,3961900,setl_00101,2026-07-25
pay_001505,payment,ORD-004775,2026-07-24T21:10:33,4777700,setl_00101,2026-07-25
fee_001506,fee,,2026-07-25T00:00:00,-311647,setl_00101,2026-07-25
tax_001507,tax,,2026-07-25T00:00:00,-56096,setl_00101,2026-07-25
pay_001508,payment,ORD-004776,2026-07-25T12:01:28,3802300,setl_00102,2026-07-26
fee_001509,fee,,2026-07-26T00:00:00,-89734,setl_00102,2026-07-26
tax_001510,tax,,2026-07-26T00:00:00,-16152,setl_00102,2026-07-26
pay_001511,payment,ORD-004777,2026-07-24T07:45:08,2739400,setl_00103,2026-07-28
pay_001512,payment,ORD-004778,2026-07-25T21:33:24,1408800,setl_00103,2026-07-28
fee_001513,fee,,2026-07-28T00:00:00,-97897,setl_00103,2026-07-28
tax_001514,tax,,2026-07-28T00:00:00,-17621,setl_00103,2026-07-28
pay_001515,payment,ORD-004779,2026-07-28T14:39:30,3630000,setl_00104,2026-07-31
pay_001516,payment,ORD-004780,2026-07-28T15:14:19,1665500,setl_00104,2026-07-31
pay_001517,payment,ORD-004781,2026-07-29T21:20:30,4669600,setl_00104,2026-07-31
fee_001518,fee,,2026-07-31T00:00:00,-235176,setl_00104,2026-07-31
tax_001519,tax,,2026-07-31T00:00:00,-42331,setl_00104,2026-07-31
pay_001520,payment,ORD-004782,2026-07-28T18:52:22,4484300,setl_00105,2026-08-01
pay_001521,payment,ORD-004783,2026-07-31T15:45:05,1953500,setl_00105,2026-08-01
pay_001522,payment,ORD-004784,2026-07-29T21:13:12,2949100,setl_00105,2026-08-01
pay_001523,payment,ORD-004785,2026-07-29T10:06:39,1826800,setl_00105,2026-08-01
pay_001524,payment,ORD-004786,2026-07-31T13:40:14,1638900,setl_00105,2026-08-01
pay_001525,payment,ORD-004787,2026-07-28T16:45:30,706600,setl_00105,2026-08-01
fee_001526,fee,,2026-08-01T00:00:00,-319997,setl_00105,2026-08-01
tax_001527,tax,,2026-08-01T00:00:00,-57599,setl_00105,2026-08-01
pay_001528,payment,ORD-004788,2026-07-31T21:41:12,2716700,setl_00106,2026-08-04
pay_001529,payment,ORD-004789,2026-08-01T07:58:49,2154800,setl_00106,2026-08-04
fee_001530,fee,,2026-08-04T00:00:00,-114967,setl_00106,2026-08-04
tax_001531,tax,,2026-08-04T00:00:00,-20694,setl_00106,2026-08-04
pay_001532,payment,ORD-004790,2026-08-03T11:59:58,1197300,setl_00107,2026-08-07
fee_001533,fee,,2026-08-07T00:00:00,-28256,setl_00107,2026-08-07
tax_001534,tax,,2026-08-07T00:00:00,-5086,setl_00107,2026-08-07
pay_001535,payment,ORD-004791,2026-08-07T15:36:38,295500,setl_00108,2026-08-08
pay_001536,payment,ORD-004792,2026-08-05T20:41:34,2245700,setl_00108,2026-08-08
pay_001537,payment,ORD-004793,2026-08-06T20:17:12,3286900,setl_00108,2026-08-08
fee_001538,fee,,2026-08-08T00:00:00,-137543,setl_00108,2026-08-08
tax_001539,tax,,2026-08-08T00:00:00,-24757,setl_00108,2026-08-08
pay_001540,payment,ORD-004794,2026-08-08T11:00:47,4298600,setl_00109,2026-08-11
pay_001541,payment,ORD-004795,2026-08-09T11:39:54,1983400,setl_00109,2026-08-11
pay_001542,payment,ORD-004796,2026-08-08T08:25:42,2852900,setl_00109,2026-08-11
pay_001543,payment,ORD-004797,2026-08-09T21:20:59,1260900,setl_00109,2026-08-11
fee_001544,fee,,2026-08-11T00:00:00,-245340,setl_00109,2026-08-11
tax_001545,tax,,2026-08-11T00:00:00,-44161,setl_00109,2026-08-11
pay_001546,payment,ORD-004798,2026-08-10T16:19:37,2977700,setl_00110,2026-08-13
pay_001547,payment,ORD-004799,2026-08-10T13:03:42,1764100,setl_00110,2026-08-13
fee_001548,fee,,2026-08-13T00:00:00,-111906,setl_00110,2026-08-13
tax_001549,tax,,2026-08-13T00:00:00,-20143,setl_00110,2026-08-13
pay_001550,payment,ORD-004800,2026-08-11T09:40:58,4546200,setl_00111,2026-08-14
pay_001551,payment,ORD-004801,2026-08-12T13:08:30,2458700,setl_00111,2026-08-14
pay_001552,payment,ORD-004802,2026-08-11T19:44:35,3031700,setl_00111,2026-08-14
pay_001553,payment,ORD-004803,2026-08-12T13:43:48,3572600,setl_00111,2026-08-14
fee_001554,fee,,2026-08-14T00:00:00,-321177,setl_00111,2026-08-14
tax_001555,tax,,2026-08-14T00:00:00,-57811,setl_00111,2026-08-14
pay_001556,payment,ORD-004804,2026-08-16T07:53:35,561800,setl_00112,2026-08-17
pay_001557,payment,ORD-004805,2026-08-15T11:20:54,1374800,setl_00112,2026-08-17
pay_001558,payment,ORD-004806,2026-08-16T12:45:37,2945600,setl_00112,2026-08-17
fee_001559,fee,,2026-08-17T00:00:00,-115219,setl_00112,2026-08-17
tax_001560,tax,,2026-08-17T00:00:00,-20739,setl_00112,2026-08-17
pay_001561,payment,ORD-004807,2026-08-17T19:29:36,3021600,setl_00113,2026-08-19
fee_001562,fee,,2026-08-19T00:00:00,-71309,setl_00113,2026-08-19
tax_001563,tax,,2026-08-19T00:00:00,-12835,setl_00113,2026-08-19
pay_001564,payment,ORD-004808,2026-08-18T06:47:13,2644800,setl_00114,2026-08-21
fee_001565,fee,,2026-08-21T00:00:00,-62417,setl_00114,2026-08-21
tax_001566,tax,,2026-08-21T00:00:00,-11235,setl_00114,2026-08-21
pay_001567,payment,ORD-004809,2026-08-22T08:59:30,3596500,setl_00115,2026-08-23
fee_001568,fee,,2026-08-23T00:00:00,-84877,setl_00115,2026-08-23
tax_001569,tax,,2026-08-23T00:00:00,-15277,setl_00115,2026-08-23
pay_001570,payment,ORD-004810,2026-08-20T17:57:24,4254200,setl_00116,2026-08-24
pay_001571,payment,ORD-004811,2026-08-20T08:43:42,2523900,setl_00116,2026-08-24
fee_001572,fee,,2026-08-24T00:00:00,-159963,setl_00116,2026-08-24
tax_001573,tax,,2026-08-24T00:00:00,-28793,setl_00116,2026-08-24
pay_001574,payment,ORD-004812,2026-08-22T10:46:14,1219600,setl_00117,2026-08-26
fee_001575,fee,,2026-08-26T00:00:00,-28782,setl_00117,2026-08-26
tax_001576,tax,,2026-08-26T00:00:00,-5180,setl_00117,2026-08-26
pay_001577,payment,ORD-004813,2026-08-24T13:15:29,2829500,setl_00118,2026-08-28
pay_001578,payment,ORD-004814,2026-08-25T12:59:56,1066600,setl_00118,2026-08-28
pay_001579,payment,ORD-004815,2026-08-24T06:15:13,261100,setl_00118,2026-08-28
pay_001580,payment,ORD-004816,2026-08-27T20:38:43,711200,setl_00118,2026-08-28
pay_001581,payment,ORD-004817,2026-08-27T18:28:14,1653800,setl_00118,2026-08-28
fee_001582,fee,,2026-08-28T00:00:00,-153923,setl_00118,2026-08-28
tax_001583,tax,,2026-08-28T00:00:00,-27706,setl_00118,2026-08-28
pay_001584,payment,ORD-004818,2026-08-26T13:52:58,3352300,setl_00119,2026-08-29
pay_001585,payment,ORD-004819,2026-08-26T13:19:56,3834500,setl_00119,2026-08-29
fee_001586,fee,,2026-08-29T00:00:00,-169608,setl_00119,2026-08-29
tax_001587,tax,,2026-08-29T00:00:00,-30529,setl_00119,2026-08-29
pay_001588,payment,ORD-004820,2026-08-29T19:35:31,449400,setl_00120,2026-08-31
pay_001589,payment,ORD-004821,2026-08-27T16:44:26,2307100,setl_00120,2026-08-31
pay_001590,payment,ORD-004822,2026-08-28T18:11:48,1027900,setl_00120,2026-08-31
fee_001591,fee,,2026-08-31T00:00:00,-89311,setl_00120,2026-08-31
tax_001592,tax,,2026-08-31T00:00:00,-16075,setl_00120,2026-08-31
pay_001593,payment,ORD-004823,2026-08-30T20:58:03,4687100,setl_00121,2026-09-01
pay_001594,payment,ORD-004824,2026-08-30T18:15:16,2779600,setl_00121,2026-09-01
pay_001595,payment,ORD-004825,2026-08-31T20:54:23,2214400,setl_00121,2026-09-01
fee_001596,fee,,2026-09-01T00:00:00,-228473,setl_00121,2026-09-01
tax_001597,tax,,2026-09-01T00:00:00,-41125,setl_00121,2026-09-01
pay_001598,payment,ORD-004826,2026-09-02T08:12:51,4464900,setl_00122,2026-09-03
pay_001599,payment,ORD-004827,2026-09-01T16:19:58,3191700,setl_00122,2026-09-03
pay_001600,payment,ORD-004828,2026-09-01T09:47:48,1438100,setl_00122,2026-09-03
pay_001601,payment,ORD-004829,2026-09-01T18:58:15,1639800,setl_00122,2026-09-03
fee_001602,fee,,2026-09-03T00:00:00,-253334,setl_00122,2026-09-03
tax_001603,tax,,2026-09-03T00:00:00,-45600,setl_00122,2026-09-03
pay_001604,payment,ORD-004830,2026-09-02T15:16:23,4301400,setl_00123,2026-09-05
pay_001605,payment,ORD-004831,2026-09-01T09:51:46,3308900,setl_00123,2026-09-05
pay_001606,payment,ORD-004832,2026-09-03T17:20:26,2148600,setl_00123,2026-09-05
pay_001607,payment,ORD-004833,2026-09-03T10:01:16,3736500,setl_00123,2026-09-05
pay_001608,payment,ORD-004834,2026-09-03T12:21:14,1984500,setl_00123,2026-09-05
fee_001609,fee,,2026-09-05T00:00:00,-365325,setl_00123,2026-09-05
tax_001610,tax,,2026-09-05T00:00:00,-65758,setl_00123,2026-09-05
pay_001611,payment,ORD-004835,2026-09-04T21:29:10,1736400,setl_00124,2026-09-08
pay_001612,payment,ORD-004836,2026-09-06T21:11:58,1159200,setl_00124,2026-09-08
pay_001613,payment,ORD-004837,2026-09-07T07:53:54,4256100,setl_00124,2026-09-08
fee_001614,fee,,2026-09-08T00:00:00,-168780,setl_00124,2026-09-08
tax_001615,tax,,2026-09-08T00:00:00,-30380,setl_00124,2026-09-08
pay_001616,payment,ORD-004838,2026-09-08T08:45:09,4183300,setl_00125,2026-09-10
pay_001617,payment,ORD-004839,2026-09-06T17:03:39,1483400,setl_00125,2026-09-10
fee_001618,fee,,2026-09-10T00:00:00,-133734,setl_00125,2026-09-10
tax_001619,tax,,2026-09-10T00:00:00,-24072,setl_00125,2026-09-10
pay_001620,payment,ORD-004840,2026-09-07T06:01:33,3665200,setl_00126,2026-09-11
pay_001621,payment,ORD-004841,2026-09-08T06:32:52,3561000,setl_00126,2026-09-11
pay_001622,payment,ORD-004842,2026-09-10T09:33:09,1224800,setl_00126,2026-09-11
pay_001623,payment,ORD-004843,2026-09-08T17:17:50,1307800,setl_00126,2026-09-11
pay_001624,payment,ORD-004844,2026-09-08T18:29:36,567800,setl_00126,2026-09-11
fee_001625,fee,,2026-09-11T00:00:00,-243707,setl_00126,2026-09-11
tax_001626,tax,,2026-09-11T00:00:00,-43867,setl_00126,2026-09-11
pay_001627,payment,ORD-004845,2026-09-13T08:25:24,4334300,setl_00127,2026-09-14
fee_001628,fee,,2026-09-14T00:00:00,-102289,setl_00127,2026-09-14
tax_001629,tax,,2026-09-14T00:00:00,-18412,setl_00127,2026-09-14
pay_001630,payment,ORD-004846,2026-09-15T08:31:54,4656100,setl_00128,2026-09-17
fee_001631,fee,,2026-09-17T00:00:00,-109883,setl_00128,2026-09-17
tax_001632,tax,,2026-09-17T00:00:00,-19778,setl_00128,2026-09-17
pay_001633,payment,ORD-004847,2026-09-16T12:57:55,328800,setl_00129,2026-09-18
pay_001634,payment,ORD-004848,2026-09-17T08:43:59,1826600,setl_00129,2026-09-18
pay_001635,payment,ORD-004849,2026-09-17T11:59:54,3608800,setl_00129,2026-09-18
pay_001636,payment,ORD-004850,2026-09-16T10:48:52,152600,setl_00129,2026-09-18
pay_001637,payment,ORD-004851,2026-09-15T11:36:15,554200,setl_00129,2026-09-18
fee_001638,fee,,2026-09-18T00:00:00,-152715,setl_00129,2026-09-18
tax_001639,tax,,2026-09-18T00:00:00,-27488,setl_00129,2026-09-18
pay_001640,payment,ORD-004852,2026-09-20T17:03:06,4567400,setl_00130,2026-09-21
pay_001641,payment,ORD-004853,2026-09-20T16:38:49,1571300,setl_00130,2026-09-21
fee_001642,fee,,2026-09-21T00:00:00,-144873,setl_00130,2026-09-21
